,PMID,PMCID,MappedPublisher,Journal_Title,Article_Title,COST
1589,,PMC3192839,Public Library of Science (PLOS),PLoS Pathogens,KIR2DL2 enhances protective and detrimental HLA class I-mediated immunity in chronic viral infection,£1644.84
1590,23468629,PMC3585132,Public Library of Science (PLOS),PLOS Pathogens,"The plasmodium berghei Ca2+/H+Exchanger, PbCAX, is essential for tolerance to environmental CA2+ DU",£1723.16
1591,24098129,,Public Library of Science (PLOS),Plos Pathogens,The TgsGP gene is essential for resisteance to human serum in Trypanosoma brucei gambiense,£1735.20
1592,,PMC3789764,Public Library of Science (PLOS),PLoS Pathogens,A mechanism for inhibition of DNA-PK-mediated DNA sensing by a virus,£1758.16
1593,,PMC3656102,Public Library of Science (PLOS),PLOS Pathogens,Orthobunyavirus Ultrastructure and the Curious Tripodal Glycoprotein Spike.,£1766.76
1594,,PMC3731244,Public Library of Science (PLOS),PLoS Pathogens,An anti-human ICAM-1 antibody inhibits rhinovirus-induced exacerbations of lung inflammation,£1780.00
1595,23505371,,Public Library of Science (PLOS),Plos Pathogens,An Over expression screen of Toxoplasma Gondii Rab-GTPases reveals distinct transport routes to the micronemes,£1782.00
1596,,PMC3585151,Public Library of Science (PLOS),PLoS Pathogens,Poxvirus targeting of E3 ligase Beta-TrCP by molecular mimicry: A mechanism to inhibit Nf-?B activation,£1784.65
1597,,PMC3749955,Public Library of Science (PLOS),PLoS Pathogens,"Determinants of GPI-PLC localisation to the flagellum, and access to GPI-anchored substrates in trypanosomes",£999999.00
1598,,PMC3764210,Public Library of Science (PLOS),PLoS Pathogens,The CLIP-domain serine protease homolog SPCLIP1 regulates complement recruitment to microbial surfaces in the malaria mosquito Anopheles gambiae,£999999.00
1599,23308065,,Public Library of Science (PLOS),PLOS Pathogens,Transmission of equine influenza virus during an outbreak is characterized by frequent mixed infections and loose transmission bottlenecks,1440$
1600,23633946,,Public Library of Science (PLOS),PLoS Pathogens,"The Mnn2 Mannosyltransferase Family Modulates Mannoprotein Fibril Length, Immune Recognition and Virulence of Candida albicans",1460.3$
1601,,PMC3610638,Public Library of Science (PLOS),PLoS Pathogens,DNA break site at fragile subtelomeres determines probability and mechanism of antigenic variation in African trypanosomes,1476.47$
1602,,PMC3784482,Public Library of Science (PLOS),PLOS Pathogens,Cross-serotype Immunity Induced by Immunization with a Conserved Rhinovirus Capsid Protein,1570.87$
1603,,PMC3605240,Public Library of Science (PLOS),PLoS Pathogens,"Genome-wide Determinants of Proviral Targeting, Clonal Abundance and Expression in Natural HTLV-1 Infection",1600.25$
1604,,PMC3617147,Public Library of Science (PLOS),PLoS Pathogens,Strongyloidiasis and Infective Dermatitis Alter Human T Lymphotropic Virus-1 Clonality in vivo,1600.25$
1605,,PMC3507950,Public Library of Science (PLOS),PLoSONE,Systematic review of TST responses in people living with HIV in under-resourced settings: implications for isoniazid preventive therapy.,£842.54
1606,,PMC3517620,Public Library of Science (PLOS),PLoSONE,"Impact of anthelminthic treatment in pregnancy and childhood on immunisations, infections and eczema in childhood: a randomised controlled trial.",£842.54
1607,,PMC3806823,Public Library of Science (PLOS),PLosONE,Methods of identifying neisseria manigitidis carriers: a multi-centre study in the African meningitis belt.,£850.88
1608,,PMC3661537,Public Library of Science (PLOS),PLosONE,Rates of switching antiretroviral drugs in a primary care service in South Africa before and after introduction of Tenofovir,£871.42
1609,,PMC3620205,Public Library of Science (PLOS),PLosONE,Association between milk and milk product consumption and anthropometric measures in adult men and women in India: a cross-sectional study.,£879.36
1610,,PMC3648513,Public Library of Science (PLOS),PLosONE,"Alcohol-related dysfunction in working-age men in Izhevsk, Russia: an application of structural equation models to study the association with education",£879.36
1611,,PMC3760871,Public Library of Science (PLOS),PLosONE,Acute maternal infection and risk of pre-eclampsia: a population-base case control study.,£884.67
1612,,PMC3777952,Public Library of Science (PLOS),PLosONE,Retinal Nerve Fibre Layer Thickness and Contrast Sensitivity in HIV-Infected Individuals in South Africa: A Case-Control Study.,£999999.00
1613,,PMC3596319,Public Library of Science (PLOS),PLosONE,Effect of genital herpes on cervicovaginal HIV shedding in women co-infected with HIV AND HSV-2 in Tanzania,£904.34
1614,3712914,,Public Library of Science (PLOS),Pmedicine-D-12-03130,"Global Burden of Sickle cell Anaemia in children under Five, 2010-2050: Modelling Based on Demographics, excess Mortality and interventions",£999999.00
1615,,PMC3749971,Public Library of Science (PLOS),PNTD,The outcome of trachomatous trichiasis surgery in Ethiopia: risk factors for recurrence.,£1488.29
1616,3460945,,Public Library of Science (PLOS),PONE-D12-17947,Persistence of Hyperinvasive Meningococcal Strain types during Global spread as recorded in the PubMLST Database,£999999.00
1617,23166732,,Public Library of Science (PLOS),Public Library of Science,The Sec1/Munc18 protein Vps45 regulates cellular levels of its SNARE binding partners Tlg2 and Snc2 in Saccharomyces cerevisiae,£1016.24
1618,,PMC3388079,Public Library of Science (PLOS),Public Library of Science ONE,T7 RNA polymerase functions in vitro without clustering,£1053.41
1619,543219,,public.service.co.uk,Public Service Review,Laboratory Science in Tropical Medicine,£6000.00
1620,23686113,,The Society for Endocrinology,Molecular Endocrinology,Minireview: The effects of species ortholog and SNP variation on receptors for free fatty acids.,£1999.08
1621,,PMC3701319,PubMed Central,Cortex,Dynamic attentional modulation of vision across space and time after right hemisphere stroke and in ageing,£2380.79
1622,3662599,,PubMed Central,Malaria Journal,Providing open access data online to advance malaria research and control,£1530.00
1623,3106451,,Research Media Ltd,J Cardiovasc Magn Reson,Assessment of in vivo metabolism in failing hearts using hyperpolarised 13C magnetic resonance,£2350.00
1624,23703318,PMC3730114,Royal College of Psychiatrists,British Journal of Psychiatry,A shared polygenic contribution between ADHD in childhood and adult schizophrena,£3000.00
1625,23137731,,Royal College of Psychiatrists,Britsh Journal of Psychiatry,Effective treatment of perinatal depression in a low-income country for women in debt and lacking financial empowerment,£3000.00
1626,,PMC3461446,Royal College of Psychiatrists,The British Journal of Psychiatry,Ethnic density as a buffer for psychotic experiences: findings from a national survey (EMPIRIC),£3000.00
1627,,,Royal College of Psychiatrists,The British Journal of Psychiatry,Pattern recognition analysis of anterior cingulate cortex blood flow to classify depression polarity,£3000.00
1628,,PMC3639766,Royal Society,Biology Letters,Host nutrition alters the variance in parasite transmission potential.,£1260.00
1629,,PMC3639764,Royal Society,Biology Letters,Vaulting mechanics successfully predict decrease in walk-run transition speed with incline,£1680.00
1630,,PMC3730629,Royal Society,Biology Letters,Anthelmintic treatment alters the parasite community in a wild mouse host,£1680.00
1631,,PMC3730652,Royal Society,Biology Letters,Constraints on muscle performance provide a novel explanation for the scaling of posture in terrestrial animals,£2040.00
1632,,PMC3730697,Royal Society,Interface,A rule-based kinetic model of RNA polymerase II C-terminal domain phosphorylation,£1260.00
1633,3730703,,Royal Society,Journal of the Royal Society Interface,Cell-type-specific modelling of intracellular calcium signalling: a urothelial cell model,£1260.00
1634,,PMC3627078,Royal Society,Journal of the Royal Society Interface,Function-valued traits in evolution,£1260.00
1635,,PMC3565701,Royal Society,Journal of the Royal Society Interface,A gene regulatory motif that generates oscillatory or multiway switch outputs,£1680.00
1636,,,Royal Society,Journal of the Royal Society Interface,Life as we know it,£1680.00
1637,,,Royal Society,Journal of the Royal Society Interface,Computational modelling of the piglet brain to simulate near-infrared spectroscopy and magnetic resonance spectroscopy data collected during oxygen deprivation,£1680.00
1638,,PMC3565725,Royal Society,"Journal of the Royal Society, Interface",Generating super-shedders: co-infection increases bacterial load and egg production of a gastrointestinal helminth.,£1260.00
1639,3679597,,Royal Society,Philos Trans R Soc London B Biol Sci,Global  mapping of infectious disease,£2040.00
1640,,PMC3758187,Royal Society,Philosophical Transactions B,"Identification of an Ancient Endogenous Retrovirus, Predating the Divergence of the Placental Mammals",£1680.00
1641,,PMC3539357,Royal Society,Philosophical Transactions B,DNA methylation dynamics during the mammalian life cycle,£2040.00
1642,,PMC3712444,Royal Society,Proceedings B,Suppressors of RNAi from plant viruses are subject to episodic positive selection,£1260.00
1643,23282992,,Royal Society,Proceedings of Royal Society,Linking the antigen archive structure to pathogen fitness in African trypanosomes,£1296.00
1644,3735249,,Royal Society,Proceedings of the Royal Society,Adaptive noise,£1260.00
1645,,PMC3673050,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Stability of within host parasite communities in a wild mammal system,£1050.00
1646,,PMC3673056,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Cooperation creates selection for tactical deception,£1400.00
1647,,PMC3497093,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Inferring subjective states through the observation of actions,£1680.00
1648,,PMC3497249,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Grey Matter Volume in Early Human Visual Cortex Predicts Proneness to the Sound induced Flash Illusion,£1680.00
1649,,PMC3574303,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Direct evidence for encoding of motion streaks in human visual cortex,£1680.00
1650,,PMC3785133,RSC Publishing,Chemical Communication,A new class of NO-donor pro-drugs triggered by ?-glutamyl transpeptidase with potential for reno-selective vasodilatation,£1000.00
1651,24097313,,RSC Publishing,Chemical Society Reviews,Cellular Nanotechnology: making biological interfaces smarter,£1740.00
1652,23183928,,RSC Publishing,Dalton Transactions,"Inframolecular acid-base and coordination properties towards Na(+) and Mg(2+) of myo-inositol 1,3,4,5,6-pentakisphosphate: a structural approach to biologically relevant species.",£1632.00
1653,23023652,,RSC Publishing,Photochemical & Photobiological Sciences,Investigating the effects and mechanisms of action of different wavelengths of ultraviolet B (UVB) radiation on the treatment of psoriasis,£2550.00
1654,,PMC3731202,RSC Publishing,Organic & Biomolecular Chemistry,Protein destabilisation by ruthenium(ll) tris-bipyridine based protein-surface mimetics,£1632.00
1655,,,Sage Publishing,Chronic Illness,'Just give me the best quality of life questionnaire': the Karnofsky scale and the history of quality of life measurements in cancer trials.,£1920.00
1656,,,Sage Publishing,Chronic Illness,"The Hamilton Rating Scale for Depression: The making of a ""gold standard"" and the unmaking of a chronic illness, 1960-1980",£1920.00
1657,,,Sage Publishing,Chronic Illness,Translating new knowledge into practices: reconceptualising stroke as an emergency condition,£1920.00
1658,,,Sage Publishing,European Journal of Preventive Cardiology,Smoking cessation interventions following acute coronary syndrome: a missed opportunity?,£1920.00
1659,41579,,Sage Publishing,"Health: An Interdisciplinary Journal for the Social Study of Health, Illness and Medicine",Re-valuing donor and recipient bodies in the globalised blood economy: transitions in public policy on blood safety in the UK,£1920.00
1660,3627513,,Sage Publishing,History of the Human Sciences,War on fear: Solly Zuckerman and civilian nerve in World War II,£1920.00
1661,,PMC3627511,Sage Publishing,History of the Human Sciences,The invention of the psychosocial: an introduction,£1920.00
1662,,PMC3652708,Sage Publishing,History of the Human Sciences,Making the cut: the production of 'self-harm' in post-1945 Anglo-Saxon psychiatry,£1920.00
1663,,PMC3724273,Sage Publishing,History of the Human Sciences,The pursuit of happiness: the social and scientific origins of Hans Selyes natural philosophy of life,£1920.00
1664,,PMC3757918,Sage Publishing,History of the Human Sciences,How autism became autism: the radical transformation of a central concept of child development in Britain,£999999.00
1665,,PMC3524560,Sage Publishing,Journal of Histochemistry & Cytochemistry,Hyaluronan and hyaluronan-binding proteins are normal components of mouse pancreatic islets and are differentially expressed by islet endocrine cell types,£1893.34
1666,,,Sage Publishing,Neuroscientist,"Memory, Imagination, and Predicting the Future",£480.93
1667,,PMC3494454,Sage Publishing,Psychological Science,Chaotic Homes and Children's Disruptive Behavior: A Longitudinal Cross-Lagged Twin Study,£2297.82
1668,,PMC3652711,Sage Publishing,Social Studies of Science,"How personality became treatable: The mutual constitution of clinical  knowledge and mental health law
 
http://sss.sagepub.com/ 
SocialStudies of Science
 http://sss.sagepub.com/content/43/1/30Theonline version of this article can be found at:?DOI: 10.1177/03063127124577222013 43: 30 originally published online 29 October 2012
Social Studies of Science 
Martyn Pickersgill
",£1920.00
1669,26988110,,Sage Publishing,Journal of Psychopharmacology,NK1 (TACR1) receptor gene 'knockout' mouse phenotype predicts genetic association with ADHD,£1920.00
1670,,PMC3682634,Sage Publishing,Reproductive Sciences,Priorities for Endometriosis Research: Recommendations from an International Consensus Workshop ,£2373.77
1671,,,Sage Publishing,Psychological Science,Motor Activation during the predicition of nonexecutable actions in infants,£1944.14
1672,,PMC3641420,Sage Publishing,Journal of the Royal Society of Medicine Short Reports,Juvenile Huntington's disease: A population-based study using the general practice research database.,£1500.00
1673,,PMC3767061,Sage Publishing,Journal of the Royal Society of Medicine Short Reports,Evidence and ideology as a rationale for light-therapy in Russia: from the Soviet Union to the present day.,£420.00
1674,,,Sage Publishing,European History Quarterly,Images and Meaning - Making in a World of Resemblance: The Bavarian-Saxon Kidney Stone Affair of 1580.,£800.00
1675,,,Sage Publishing,Qualitative Research,Picturing commuting: photovoice and seeking well-being in everyday travel,£999999.00
1676,,,Sciedu Press,International Journal of Financial Research,"Determinants of Enrolment in Voluntary Health Insurance: Evidences from a Mixed Method Study, Kerala, India",£187.03
1677,,,Sciedu Press,Journal of Biomedical Graphics and Computing,Functional MRI demonstrates pain perception in hand osteoarthritis has features of central pain processing,£135.29
1678,,,Scientific Research Publishing,Health,"Suicide ideation, depression and HIV among pregnant women in rural South Africa",£551.27
1679,,PMC3752809,Sheridan Press,American Journal of Tropical Medicine & Hygiene,Asymptomatic Plasmodium infection and cognition among primary schoolchildren in a high malaria transmission setting in Uganda,£1646.36
1680,,PMC3752812,Sheridan Press,American Journal of Tropical Medicine & Hygiene,Selection of antimalarial drug resistance after intermittent preventive treatment of infants and children (IPTi/c) in Senegal,£1646.36
1681,,PMC3516312,Sheridan Press,American Journal of Tropical Medicine & Hygiene,Assessment of the Molecular Marker of Plasmodium falciparum Chloroquine Resistance in Senegal after several years of chloroquine withdrawal.,£1651.30
1682,2828806,,Society for Endocrinology,Endocrine Related Cancer,Glucocorticoid receptor over expression promotes human small cell lung cancer apoptosis in vivo and thereby slows tumor growth,£1150.00
1683,23761407,PMC3749055,Society of General Microbiology,Journal of General Virology,Vaccinia virus protein N2 is a nuclear IRF3 inhibitor that promotes virulence,£1575.00
1684,,PMC3541790,Society of General Microbiology,Journal of General Virology,Vaccinia virus protein C4 inhibits NF-kB activation and promotes virus virulence,£1750.00
1685,23324467,PMC3709587,Society of General Microbiology,Journal of General Virology,"The C terminus of NS5A domain II is a key determinant of hepatitis C virus genome replication, but is not required for virion assembly and release",£2100.00
1686,,PMC3709624,Society of General Microbiology,Journal of General Virology,Mutations in hemagglutinin that affect receptor binding and pH stability increase replication of a PR8 influenza virus with H5 HA in the upper respiratory tract of ferrets and may contribute to transmissibility,£2100.00
1687,22622330,PMC3709573,Society of General Microbiology,Journal of General Virology,Protein B5 is required on extracellular enveloped vaccinia virus for repulsion of superinfecting virions,£2100.00
1688,23288427,PMC3709586,Society of General Microbiology,Journal of General Virology,Deletion of immunomodulator C6 from vaccine virus strain western reserve enhances virus immunogenicity and vaccine efficacy,£2100.00
1689,23515023,PMC3709636,Society of General Microbiology,Journal of General Virology,An essential RNA element resides in a central region of hepatitis E virus ORF2,£2100.00
1690,22513389,PMC3542733,Society of General Microbiology,Journal of General Virology,The small genome segment of Bunyamwera orthobunyavirus harbours a single transcription-termination signal,£2100.00
1691,23255627,PMC3709688,Society of General Microbiology,Journal of General Virology,"Establishment of a reverse genetics system for Schmallenberg virus, a newly emerged orthobunyavirus in Europe",£2100.00
1692,23407423,,Society of General Microbiology,Journal of General Virology,G8 rotaviruses with conserved genotype constellations detected in Malawi over 10 years 1 (1997-2007) display frequent gene reassortment among strains co-circulating in humans,£2100.00
1693,23412844,PMC3709824,Society of General Microbiology,Journal of Microbiology,Disruption of the serine/threonine protein kinase H affects phthiocerol dimycocerosates synthesis in Mycobacterium tuberculosis,£2100.00
1694,,PMC3709561,Society of General Microbiology,Microbiology,Overexpression of Escherichia coli udk mimics the absence of T7 Gp2 function and thereby abrogates successful infection by T7 phage,£2100.00
1695,24014666,PMC3836489,Society of General Microbiology,Microbiology,A synthetic system for expression of components of a bacterial microcompartment.,£2100.00
1696,3492749,,Society of General Microbiology,SGM Open Option,Ribosomal multilocus sequence typing: universal characterisation of bacteria from domain to strain,£1750.00
1697,,PMC3347798,Society of General Microbiology,Journal of General Virology,The natural history of early hepatitis C virus evolution; lessons from a global outbreak in human immunodeficiency virus-1-infected individuals,£1750.00
1698,23192429,,Society for Leukocyte Biology,Journal of Leukocyte Biology,Kidney transplantation: analysis of the expression and T cell-mediated activation of latent TGF-B,£1956.00
1699,23447590,PMC3601669,Society for Neuroscience,Journal of Neuroscience,GABA(B) receptors regulate extrasynaptic GABA(A) receptors,£1730.99
1700,3676539,,Society for Neuroscience,Journal of Neuroscience,Otoferlin couples to clathrin-mediated endocytosis in mature cochlear inner hair cells,£1761.28
1701,23426678,PMC3593678,Society for Neuroscience,Journal of Neuroscience,Serotonin modulates striatal responses to fairness and retaliation in humans,£1915.92
1702,,,Society for Neuroscience,Journal of Neuroscience,alpha2delta-1 gene deletion affects somatosensory neuron function and delays mechanical hypersensitivity in response to peripheral nerve damage,£2029.47
1703,,PMC3724995,Society for Neuroscience,Journal of Neuroscience,The temporal evolution of feedback gains rapidly update to task demands,£2069.75
1704,23739958,,Society for Neuroscience,Journal of Neuroscience,Spinal Commissural Connections to Motorneurons controlling the primate hand and wrist,£2077.27
1705,,PMC3655688,Society for Neuroscience,Journal of Neuroscience,Depletion of perineuronal nets enhances recognition memory and long-term depression in the perirhinal cortex,£2104.22
1706,,,Society for Neuroscience,Journal of Neuroscience,A distinct contribution of short wavelength sensitive cones to light evoked activity in the mouse pretectal olivary nucleus (PON),£2214.66
1707,,,Society for Neuroscience,Journal of Neuroscience,Effect of limb lengthening on internodal length and conduction velocity of peripheral nerve,£885.52
1708,,PMC3196626,Society for Neuroscience,Journal of Neuroscience,Calcineurin mediates activity-dependent relocation of the axon initial segment,£2950.25
1709,23804098,PMC3724994,Society for Neuroscience,The Journal of Neuroscience,Bradykinin controls pool size of sensory neurons expressing functional delta-opioid receptors,£2531.56
1710,,PMC3586675,Society for Neuroscience,Journal of Neuroscience,Segregated encoding of reward-identity and stimulus-reward associations in human orbitofrontal cortex,£614.73
1711,,PMC3808818,Society for Publication of Acta Dermato-Venereologica,Acta Dermato Venereologica,"The Importance of a Full Clinical Examination: Assessment of Index
Lesions Referred to a Skin Cancer Clinic Without a Total Body Skin
Examination Would Miss One in Three Melanomas",£653.96
1712,,PMC3541766,Society of General Microbiology,Microbiology,Substitutions in the Escherichia coli RNA polymerase inhibitor T7 Gp2 that allow inhibition of transcription when the primary interaction interface between Gp2 and RNA polymerase becomes compromised.,£1750.00
1713,21531876,PMC3513931,Society for Leukocyte Biology,Journal of Leukocyte Biology,The dectin-1/inflammasome pathway is responsible for the induction of protective T-helper 17 responses that discriminate between yeasts and hyphae of Candida albicans,£1598.38
1714,23825402,PMC3528370,Society for Neuroscience,The Journal of Neuroscience,Mechanisms for extracting a signal from noise as revealed,£1694.68
1715,24285889,,Society for Neuroscience,Journal of Neuroscience,Auditory artificial grammar learing in macaque and marmoset monkeys,£2346.18
1716,23828613,,Springer,Acta Diabetologica,A rare SNP in pre-miR-34a is associated with increased levels of miR-34a in pancreatic beta cells,£2336.28
1717,,PMC3549237,Springer,Acta Neuropathol,Overexpression of human wild-type FUS causes progressive motor neuron degeneration in an age- and dose-dependent fashion,£1901.04
1718,,,Springer,Acta Neuropathologica,Î±-Synucleinopathy associated with G51D SNCA mutation: A link between Parkinson's disease and multiple system atrophy?,£1884.01
1719,,PMC3661931,Springer,Acta Neuropathologica,Insufficient OPC migration into demyelinated lesions is a cause of poor remyelination in MS and mouse models,£2250.97
1720,3535376,,Springer,Acta Neuropathologica,Unravelling the enigma o selective vulnerability in neurodegeneration: motor neurons resistant to degeneration in ALS show distinct gene expression characteristics and decreased susceptibility to excitotoxicity,£2348.21
1721,,,Springer,Advances in Experimental Medicine and Biology,Wavelet cross-correlation to investigate regional variations in cerebral oxygenation in infants supported on extracorporeal membrane oxygenation,£1928.45
1722,,,Springer,Advances in Experimental Medicine and Biology,Modelling Cerebrovascular Reactivity: A Novel Near-Infrared Biomarker of Cerebral Autoregulation?,£1928.46
1723,,,Springer,Advances in Experimental Medicine and Biology,Normobaric hyperoxia does not change optical scattering or pathlength but does increase oxidised cytochrome C oxidase concentration in patients with brain injury,£1928.46
1724,,,Springer,Advances in Experimental Medicine and Biology,Oscillations in cerebral haemodynamics in patients with falciparum malaria,£1928.46
1725,,PMC3475971,Springer,Anal Bioanal Chem.,Fragment screening of cyclin G-associated kinase by weak affinity chromatography.,£1902.97
1726,3847282,,Springer,Biogerontology,Shared Ageing Research Models (ShARM): A new facility to support ageing,£2282.59
1727,,PMC3764326,Springer,Biomedical Microdevices,Continuous in vivo blood pressure measurements using a fully implantable wireless SAW sensor,£2236.16
1728,,PMC3637647,Springer,Brain Structure and Function,Predictions not commands: Active inference in the motor system,£1639.06
1729,,PMC3536945,Springer,Brain Topography,"""A novel method for reducing the effect of tonic muscle activity on the gamma band of the scalp EEG"", DOI: 10.1007/s10548-012-0255-9 ",£1889.90
1730,3215872,,Springer,Calcified Tissue International,Influence of Polymorphisms in the RANKL/RANK/OPG Signaling Pathway on Volumetric Bone Mineral Density and Bone Geometry at the Forearm in Men,£2002.76
1731,3505551,,Springer,Cell and Tissue Research,Differential localisation of BPIFA1 (SPLUNC1) and BPIFB1 (LPLUNC1) in the nasal and oral cavities of mice,£1908.38
1732,23052214,PMC3689915,Springer,Cellular and Molecular Cell Sciences,Reactivation of the inactive X chromosome in development and reprogramming,£1918.46
1733,23275942,PMC3753470,Springer,Cellular and Molecular Life Sciences,Transcription regulation and nuclear reprograming: role of nuclear actin and actin binding proteins,£1629.33
1734,,PMC3535400,Springer,Cellular and Molecular Life Sciences,"Tightrope act: autophagy in stem cell renewal, differentiation, proliferation, and aging",£1882.23
1735,,PMC3632722,Springer,Cellular and Molecular Life Sciences,Neurovascular Development and Links to Disease ,£1897.85
1736,,PMC3771402,Springer,Cellular and Molecular Life Sciences,Regulation of microRNA biogenesis and turnover by animals and their viruses,£1951.80
1737,,,Springer,Cellular and Molecular Life Sciences,Developmental mechanisms directing early anterior forebrain specification in vertebrates,£2226.74
1738,,PMC3627038,Springer,Chromosome Research,"Esperanto for histones: CENP-A, not CenH3, is the centromeric histone H3 variant",£2258.39
1739,,,Springer,Cognitive Processing,"Active inference, sensory attenuation and illusions",£1903.03
1740,,PMC3490075,Springer,Cognitive Therapy and Research,"How disorder-specific are depressive attributions?  A comparison of individuals with depression, posttraumatic stress disorder and healthy controls.",£1989.65
1741,,PMC3631116,Springer,Current Atherosclerosis Reports,Modulation of 11?-Hydroxysteroid Dehydrogenase as a Strategy to Reduce Vascular Inflammation,£2147.11
1742,,,Springer,Current Atherosclerosis Reports,Oxidized lipids and vascular inflammation,£2311.54
1743,,PMC3410033,Springer,Current Obstetrics and Gynecology Reports,Insights into Assessing the Genetics in Endometriosis,£2321.55
1744,,PMC3644191,Springer,Development Genes and Evolution,Snail-dependant repression of the RhoGEF pebble is required for gastrulation consistency in Drosophila melanogaster,£2230.10
1745,,PMC3648684,Springer,Diabetologia,Colocalisation and secretion of glucagon-like peptide-1 and peptide YY from promary cultutred human L-cells,£2211.52
1746,,PMC3699707,Springer,Diabetologia,Predicted impact of extending the screening interval for diabetic retinopathy: the Scottish Diabetic Retinopathy Screening programme,£2289.06
1747,,PMC3737433,Springer,Diabetologia,Improved genetic testing for monogenic diabetes using targeted next-generation sequencing,£2315.78
1748,2361679,,Springer,European Child and Adolescent Psychiatry,Autistic Traits in ADHD in index clinical and cognitive problems,£2331.95
1749,23385540,PMC3669511,Springer,European Child and Adolescent Psychiatty,Are parental ADHD problems associated with a more severe clinical presentation and greater family adversity in children with ADHD ?,£2285.92
1750,,PMC3414696,Springer,European Journal of Clinical Pharmacology,Pattern of asthma medication use among children in a large urban centre in Brazil.,£1632.89
1751,,PMC3672507,Springer,European Journal of Epidemiology,Hazardous alcohol consumption is associated with increased levels of B-type natriuretic peptide: evidence from two population-based studies,£1899.66
1752,3696174,,Springer,European Journal of Epidemiology,High life in the sky? Mortality by floor of residence in Switzerland,£2220.90
1753,,PMC3738845,Springer,European Radiology,The effect of a tuberculosis chest X-ray image reference set on non-expert reader performance,£2263.18
1754,23371752,PMC3745826,Springer,Experimental Brain Research,Cue integration and the perception of action in intentional binding,£1889.10
1755,,PMC3745827,Springer,Experimental Brain Research,The psychology of volition,£2076.55
1756,,,Springer,Hernia,Use of antibiotic prophylaxis in elective inguinal hernia repair in adults in London and south-east England: a cross sectional survey,£1897.21
1757,23644721,PMC3710569,Springer,Immunogenetics,The peptide motif of the single dominantly-expressed class I molecule of the chicken MHC can explain the response to a molecular defined vaccine of infectious bursal disease virus (IBDV),£2211.52
1758,23974321,PMC3824577,Springer,Immunogenetics,Killer cell immunoglobin-like receptor (KIR) genes and their HLA-C ligands in a Ugandan population,£2240.86
1759,,PMC3625409,Springer,Inflammation Research,Myocardial infarction causes inflammation and leukocyte recruitment at remote sites in the myocardium and in the renal glomerulus,£2759.24
1760,23748436,,Springer,Journal of Autism and Development Disorders,Factor Structure of Autism Traits in children with ADHD,£2324.76
1761,,PMC3676640,Springer,Journal of Autism and Developmental Disorders,Communication and Social Deficits in Relatives of Individuals with SLI and Relatives of Individuals with ASD,£2240.48
1762,,PMC3508276,Springer,Journal of Bioethical Inquiry,Textual Practices in the Craft of Bioethics Cases,£1938.26
1763,23704797,PMC3662417,Springer,Journal of Biological Physics,Packaging signals in single-stranded RNA viruses: Nature's alternative to a purely electrostatic assembly mechanism,£2226.16
1764,,PMC3650242,Springer,Journal of Computational Neuroscience,The spatial pattern of light determines the kinetics and modulates backpropagation of optogenetic action potentials,£2241.43
1765,,PMC3109261,Springer,Journal of Inherited Metabolic,Structural basis of fumarate hydratase deficiency,£2127.68
1766,,,Springer,Journal of Molecular Neuroscience,Pramipexole Reduces Phosphorylation of Alpha-synuclein at Serine 129,£1896.98
1767,,,Springer,Journal of Neurology,Exome sequencing expands the mutational spectrum of SPG8 in a family with spasticity responsive to L-DOPA treatment,£1851.29
1768,,PMC3642358,Springer,Journal of Neurology,How often does music and rhythm improve patients' perception of motor symptoms in Parkinson's disease,£1902.46
1769,24150688,,Springer,Journal of Neurology,Discrete gait characterisitcs are associated with m.3243A>G and m.8344A>G variants of mitochondrial disease and its pathological consequences,£2209.76
1770,,PMC3691478,Springer,Journal of Neurology,Copper deficiency myeopathy,£2387.49
1771,3214239,,Springer,Journal of the Association for Research in Otolaryngology,The Frequency Following Response (FFR) May Reflect Pitch-Bearing Information But is Not a Direct Representation of Pitch,£2049.78
1772,,PMC3463788,Springer,Mammalian Genome,Association studies in outbred mice in a new era of full-genome sequencing,£2295.13
1773,,PMC3608890,Springer,Metabolomics,Targeted Metabolomics Metabolomic Profiles Are Strongly Correlated with Nutritional Patterns in Women,£1916.98
1774,,PMC3634978,Springer,Molecular and Cellular Biochemistry,"Folate metabolite profiling of different cell types and embryos suggests variation in folate one-carbon metabolism, including developmental changes in human embryonic brain",£1860.37
1775,,PMC3569589,Springer,Neurogenetics,Comprehensive cytogenomic profile of the in vitro neuronal model SH-SY5Y.,£2382.11
1776,,PMC3722452,Springer,Neuroinformatics,PRoNTo: Pattern Recognition for Neuroimaging Toolbox,£1883.71
1777,,PMC3650253,Springer,Neuromolecular Medicine,Novel Mutations Mapping to the Fourth Sodium Channel Domain of Nav1.7 Result in Variable Clinical Manifestations of Primary Erythromelalgia,£1742.35
1778,,PMC3777188,Springer,Osteoporosis International,The anti-diabetic drug metformin does not affect bone mass in vivo or fracture healing,£1929.03
1779,,,Springer,Pflugers Archiv,Kv1 and Kir2 potassium channels are expressed in rat brain endothelial cells,£1955.03
